typification	typificationLabel
Q65440	95f2c6f4-4392-4f80-991e-45ffa617f8bb: holotype of Bertya linearifolia Halford & R.J.F.Hend.
Q65441	961aa29f-0a39-4079-897b-a5ab07e81086: isotype of Anthurium terracola Croat
Q65442	961d423e-91d8-42cf-9d59-680e8364ee3d: isolectotype of Arabis pendulocarpa A.Nelson
Q65443	962f2271-052f-44ca-8b6c-a57852365a4e: isotype of Actephila vernicosa P.I.Forst.
Q65444	9632b0f7-662e-445e-adc8-c7e5e771436b: holotype of Alsophila bryophila R.M.Tryon
Q65445	966965374873668a8af05ccaf66be0bc: holotype of Ampelocera albertiae Todzia
Q65446	9696363f-c283-491f-92f7-f1f93da08484: isotype of Blakea ricardoi Michelang. & D.Santam.
Q65447	97989cf2-1502-4c51-b647-73f3911a06d7: holotype of Agalmyla lavandulacea Hilliard & B.L.Burtt
Q65448	97aae52e-e02e-45fa-ba20-38ac6ba52224: holotype of Androcalva incilis C.F.Wilkins
Q65449	97ad9f37-7255-4f19-ba5b-7cca84205a0c: isotype of Aristolochia pueblana J.F.Ortega & R.V.Ortega
Q65450	97af51b0-e751-43ef-b464-39bba8d6bc5a: isotype of Berberis lixianensis Harber
Q65451	97b4a486-7bca-4253-bf4c-390cdee54824: holotype of Boehmeria burgeriana Wilmot-Dear, Friis & Kravtsova
Q65452	97fddc43-9362-42e3-a68f-0f26656ff059: holotype of Aphelandra peruviana Wassh.
Q65453	980d492ae2be6de6bebeb59560f559f1: isotype of Baccharis horizontalis G.L.Nesom
Q65454	980dc19f-8dde-4118-bd8b-5b9ef300fdef: holotype of Actinoschoenus glabrispiculus Rye, R.L.Barrett & M.D.Barrett
Q65455	9819bb740a129d1ce0ced239aab44e51: holotype of Ageratina cruzii B.L.Turner
Q65456	981f6858-de1a-4e83-96aa-e42c77f1d9aa: isotype of Aster boltoniae Greene
Q65457	96998814-7fc0-4160-b801-dc5103d20cc4: isotype of Acourtia mexiae L.Cabrera
Q65458	96ECEFF1-0FF1-4DF4-9373-09C5B883A7F0: isotype of Begonia macvaughii Burt-Utley & Utley
Q65459	96ebcf7f-1673-48c3-bb5f-172664e521ac: isotype of Atriplex cuneata A.Nelson
Q65460	970e1a63-afec-474a-acdd-2b71e4fbcd53: isotype of Begonia faustinoi Burt-Utley & Utley
Q65461	97279548-c550-4e01-8930-50db4baa844c: holotype of Agrostophyllum beleense Ormerod
Q65462	973aa107-5b0c-4071-9f2e-fbb10e0d6c0a: holotype of Anomospermum chloranthum subsp. confusum Krukoff & Barneby
Q65463	9753e699-478f-4030-86f5-3f0f044f26d4: holotype of Agrostophyllum graminifolium subsp. rotundilabium Ormerod
Q65464	975643ce-faa5-47f5-ae83-76789a0e6168: isotype of Astartea schaueri Rye & Trudgen
Q65465	975bcbf2-e357-4faa-a5b3-a05b450486ed: holotype of Arabis falcifructa Rollins
Q65466	978b65cf-6b3a-4de5-a823-426d22650042: holotype of Astragalus wittmannii Barneby
Q65467	982061a5-54b8-4c6e-acbb-ec04d36f5884: isotype of Bertolonia kollmannii Bacci & R.Goldenb.
Q65468	983748c1-c63c-4e9a-b44f-e8641ad9bdba: holotype of Bonnetia cordifolia Maguire
Q65469	984FFC34-06CC-4953-840C-048807B3E884: holotype of Baccharis vanessae R.M.Beauch.
Q65470	98733286-c8d9-4339-8c3e-f41ecc31dec6: lectotype of Banisteria cinerascens var. platyphylla Nied.
Q65471	987793a6-1ab4-427b-8907-82321a971beb: isotype of Acacia williamsiana J.T.Hunter
Q65472	98803192-9767-455c-94a9-d58c0408b502: isotype of Apodasmia ceramophila B.G.Briggs & L.A.S.Johnson
Q65473	988cf14c-03de-4525-ac48-05f29dfcc348: isotype of Aechmea canaliculata Leme & H.Luther
Q65474	989ee31f-4116-4dec-b9be-e7cb4034c14c: isolectotype of Baccharis incarum f. prostrata Cuatrec.
Q65475	98c5a47d-c497-40a6-bdf4-6694f9206128: holotype of Allocasuarina hystricosa Wege
Q65476	9910e7d0-e6bb-4a1f-ba5e-f2c9ee2245dd: holotype of Ajuga novoguineensis A.J.Paton & R.J.Johns
Q65477	99f734e2-1a60-4889-a403-d7efdef4c17b: holotype of Asplenium montanum f. shawangunkense T.Reeves
Q65478	99f943b4-7839-4903-8916-175fd31debe9: isotype of Apodasmia ceramophila B.G.Briggs & L.A.S.Johnson
Q65479	9AC42015-8DEF-4AFA-B839-F0A9BC70C714: holotype of Astragalus moranii Barneby
Q65480	9E142FB8-62DB-4E66-BBC3-B5AB715C1507: holotype of Ambrosia sandersonii S.L.Welsh
Q65481	9FEBC915-A134-43C2-8761-E8353827E6D9: isotype of Begonia pseudopeltata Burt-Utley & Utley
Q65482	9a177a99-4b14-4495-b422-7c38730fe87c: isotype of Astragalus molybdenus Barneby
Q65483	9a21819d-68d5-49a3-94da-373f5fc3ec18: isotype of Arachis subcoriacea Krapov. & W.C.Greg.
Q65484	9a4ca98c-0319-4903-a095-640b85ae5c2d: isotype of Agalmyla tobensis Hilliard & B.L.Burtt
Q65485	9a4cf353b175897ddff62026f7c7b15e: isotype of Acourtia zacatecana B.L.Turner
Q65486	9a5f41d4-428d-4303-96c6-5976f8b54c04: isotype of Adelmeria leonardoi Docot & Banag
Q65487	99184ca4-0d54-4a0b-a89b-43ab8f1cf0da: holotype of Acourtia reticulata var. maculata B.L.Turner
Q65488	9927c507-c645-432b-bdc8-f7cf5515e0d0: isotype of Bertya ernestiana Halford & R.J.F.Hend.
Q65489	9940733b-a650-4e21-9825-9de1a266eff0: lectotype of Aster arenicola E.S.Burgess
Q65490	9970c58d-c453-439f-be12-6be420301ea0: isotype of Bertya lapicola Halford & R.J.F.Hend.
Q65491	99b54a6d-5d0e-4108-93e4-49aac9ac062d: isotype of Begonia rheophytica M.Hughes
Q65492	99bc771a-4aaa-4a5e-b265-5d1a856be431: isotype of Blakea costaricensis Umaña & Almeda
Q65493	99dd2469-a4a1-427c-b994-4d18fa7c6bec: isotype of Arabidella chrysodema Lepschi & Wege
Q65494	99e33d5b-1e00-49dd-a5ed-cd61927afd33: isotype of Anthurium caucavallense Croat
Q65495	99e51db6-dc0a-48f5-9007-b2a533d503f4: holotype of Arabis hirshbergiae S.Boyd
Q65496	99e90b88-6a61-473b-90ab-6b8431466a10: isotype of Begonia georgei Coyle
Q65497	9a7e38d3-5db1-4368-8ac9-9189be8757f5: isotype of Aristolochia pfeiferi Barringer
Q65498	9a94ba1b-f2c8-4492-a3c6-2f37cb9e5959: holotype of Antennaria margaritacea var. subalpina A.Gray
Q65499	9abd935d-acb9-4df6-8083-2a3d36bf6ccc: lectotype of Aster ardens E.S.Burgess
Q65500	9abea71a-e576-4a53-aef9-d8cd09e30dfd: holotype of Anemia porrecta Mickel
Q65501	9abf6432-7c73-4e33-98ad-fdf0d5fa83a2: holotype of Agrostophyllum emwoodiae Ormerod
Q65502	9af4b983-bb81-4f8b-ba61-b1b1d9bd84a3: holotype of Arthrochilus corinnae D.L.Jones
Q65503	9b20fb6e-f0e2-466f-a177-f2a55e3190e1: holotype of Agave phillipsiana W.C.Hodgs.
Q65504	9b27ba60-c615-4d63-840e-d85f7ba29f73: isotype of Anthurium jaramilloi Croat & J.Rodr.
Q65505	9b30a6c8-9bab-4312-9424-a6d32b6f1bd5: lectotype of Arctostaphylos nochistlanensis Loes.
Q65506	9b5558e1-c932-4d34-b30d-1641dc2a995e: isotype of Arachis kempff-mercadoi Krapov., W.C.Greg. & C.E.Simpson
Q65507	9c730c575817b55d3388a645e1d333e8: holotype of Auriculardisia pleurobotrya var. parva Lundell
Q65508	9ca89c60-d457-41c5-80bb-3a2c5f9c053c: holotype of Bartsia remota Molau
Q65509	9cacaa0f16269701a6b830c57466c002: holotype of Asclepias elegantula Fishbein
Q65510	9cad3ad8-a56f-4b2e-a901-b1af7e5b70b4: isotype of Alysicarpus suffruticosus Pedley
Q65511	9cb02168-82b8-4c36-93ee-8d39c97f124a: holotype of Agalmyla persimilis Hilliard & B.L.Burtt
Q65512	9cbe314f-0236-4a9f-a2b2-f71c83aa2c6b: holotype of Angeldiazia weigendii M.O.Dillon & Zapata
Q65513	9ccb1fe559db5bde36e06895a6811338: holotype of Amaranthus tamaulipensis Henrickson
Q65514	9cdbe127-4b0b-11e9-b8e8-005056be20a7: isotype of Askidiosperma delicatulum H.P.Linder
Q65515	9cf9b23a-4764-4d3e-814c-e8b7fc24f07f: isotype of Bejaria glauca Bonpl.
Q65516	9b69eb3c-5cbf-444c-b9ba-311b83a42b29: holotype of Arabis ophira Rollins
Q65517	9b72c7f3d57a5814f680b6b68019417d: holotype of Bauhinia gypsicola McVaugh
Q65518	9b738ed3-e5f7-4b40-8943-00addfa22807: isotype of Alangium glabrum W.J.de Wilde & Duyfjes
Q65519	9b90ad99-cb22-43d8-aaec-17dd67732b00: holotype of Aster jonesiae Lamboy
Q65520	9ba77e99-0e3f-4715-81ad-733129c0ed76: holotype of Ascogrammitis colombiensis Sundue
Q65521	9bb1939d76cd9e803b820e238f65b3fc: holotype of Agalinis manglaris Franc.Gut. & Cast.-Campos
Q65522	9bebd606-4a04-4960-9e65-744d7c0e9bf8: isotype of Anthurium propinquum var. albispadix Croat & J.Rodr.
Q65523	9c0cd1e9-77c1-41c9-96f5-5b61ee89f41a: holotype of Artemisia vaseyana Rydb.
Q65524	9c22f0d2-c650-451d-bdd7-d47203afffe0: lectotype of Agrimonia incisa Torr. & A.Gray
Q65525	9c696448-1c9f-4b3e-b0ee-72d5277c10d3: holotype of Austrostipa bronwenae A.R.Williams
Q65526	9d1bc4ce-a206-40b9-9b3a-c3dd3a0c19e6: holotype of Aristolochia fosteri Barringer
Q65527	9d5a6f57-10f3-431f-a7ef-d80abb566d5a: isotype of Blakea nareliana Bussmann
Q65538	9e9a93fd-7cbd-46fa-bb24-28ec60f78021: isotype of Bertolonia igrapiuna Bisewski, Bacci & R.Goldenb.
Q65539	9ebffbf1-7cbe-41f2-85fc-ad3d1bee5071: holotype of Agave scabra subsp. maderensis Gentry
Q65540	9ed7d396-9fd1-4ee7-85a9-35ef60c419d1: isotype of Babingtonia minutifolia Rye & Trudgen
Q65541	9ef297c2-fe25-4b45-9638-8493396e41e7: holotype of Aldina diplogyne Stergios & Aymard
Q65542	9f054e83-e0ee-440a-82f3-8797bb2587ee: holotype of Agrostophyllum asahanense Ormerod
Q65543	9f0dd249-200e-4d25-9396-44652d37e340: isotype of Arachis valida Krapov. & W.C.Greg.
Q65544	9f16e4e6a65e45cd62ed4a0c6b8461fd: holotype of Acourtia joaquinensis L.Cabrera
Q65545	9f22e2fa-6e1b-42f2-99e3-cdf750f1c8e0: isotype of Actephila vernicosa P.I.Forst.
Q65546	9f5c86b2-bad9-4cfd-9e8d-37b0b1879911: isotype of Acrotriche lancifolia Hislop
Q65547	9f5da1a471b1657531d78a8e86f06109: holotype of Acourtia moctezumae Rzed. & Calderón
Q65528	9d7cbd3d-8727-4b1b-b2b2-b86c29e3649c: holotype of Arachnorchis strigosa D.L.Jones
Q65529	9d9819e7-6ca2-4d0b-9d3d-3f5f4a3f8f33: isotype of Balaustion grandibracteatum subsp. meridionale Rye
Q65530	9dbf96f4-3e56-4826-b70e-9a33567b81eb: holotype of Anthurium burgeri Croat & R.A.Baker
Q65531	9dcf0585-837f-423e-9204-7d749d9b761b: holotype of Arctostaphylos glandulosa subsp. atumescens J.E.Keeley, M.C.Vasey & V.T.Parker
Q65532	9dd3b8e5-b899-43b2-b7d3-dfd162d5f9c6: holotype of Acalypha lagopus McVaugh
Q65533	9df2f6cd-c4b8-470b-994b-7e02ab200e6f: isotype of Agalmyla roseoflava Hilliard & B.L.Burtt
Q65534	9e54e61e-02a9-4556-9295-b85701f5fe50: isotype of Aeschynomene sabulicola L.P.Queiroz & D.B.O.S.Cardoso
Q65535	9e58e035-dc18-4a79-ab14-a46e1ae6a0b4: isotype of Boronia barkeriana subsp. angustifolia Duretto
Q65536	9e8a911d-29ec-4e93-8260-088a05cff897: isotype of Atriplex cuneata A.Nelson
Q65537	9e993b19-5320-444b-9460-3e984374b1d9: isotype of Babingtonia fascifolia Rye
Q65548	9f73d8aa-a4f1-4b1d-b247-5c72142c076b: isotype of Bonyunia pulchra Ricketson, J.R.Grant & Liesner
Q65549	9fa34181-1447-4bc9-91c4-4685940badeb: isotype of Berberis chinduensis Y.K.Li, Harber, Y.W.Xing & C.C.Yu
Q65550	9fd4ec57-4b74-4c83-b19d-708452b79135: holotype of Arachnorchis cretacea D.L.Jones
Q65551	A43189A7-E578-4A08-8419-0D3DB7E6FD97: isotype of Astragalus castroviejoi Talavera & Sánchez-Gómez
Q65552	A4732DE8-3D08-4070-9BFC-EC9409D69B1C: holotype of Atriplex minuticarpa Stutz & G.L.Chu
Q65553	A4C58537-9B4F-4F5B-AAE9-460A2A586586: isotype of Begonia tlapensis Burt-Utley & Utley
Q65554	A4D618A4-98E0-43F6-BC81-08A2394F30D9: isotype of Arthropodium bifurcatum Heenan, A.D.Mitch. & de Lange
Q65555	A5466F35-8733-49B8-AEFC-1D9C1C783F13: holotype of Aster welshii Cronquist
Q65556	A6C7C4FB-C96B-4EB7-AEE4-009EFE2B6E29: holotype of Agave segurae D.Guillot & P.Van der Meer
Q65557	A7CB745F-AF82-46A5-9EB6-3D56A01FEE2C: holotype of Astragalus piscator Barneby & S.L.Welsh
Q65558	AD68DEC8-6AB0-403F-9567-12EFC6260571: holotype of Astragalus subcinereus var. basalticus S.L.Welsh
Q65559	B2824A03-71CB-4352-8A87-F3AF2F50D100: holotype of Astragalus chuskanus var. spellenbergii S.L.Welsh & N.D.Atwood
Q65560	BC494E2E-CD58-456C-BB42-73035DD85137: isotype of Ackama nubicola de Lange
Q65561	BRA:CVRD:CVRD:13406: isotype of Alatococcus siqueirae Acev.-Rodr.
Q65562	BRA:CVRD:CVRD:1967: isotype of Abarema barnebyana Iganci & M.P.Lima
Q65563	BRA:CVRD:CVRD:6636: isotype of Adenocalymma aurantiacum Udulutsch & Assis
Q65564	BRA:CVRD:CVRD:9023: isotype of Anthurium zeneidae Nadruz
Q65565	BRA:ESALQ:ESA:032137: isotype of Alstroemeria amabilis M.C.Assis
Q65566	BRA:ESALQ:ESA:064682: holotype of Baccharis magnifica G.Heiden, Leoni & J.N.Nakaj.
Q65567	BRA:ESALQ:ESA:090978: isotype of Anchietea ferrucciae Paula-Souza & Zmarzty
Q65568	BRA:ESALQ:ESA:114759: isotype of Acrocomia glaucescens Lorenzi
Q65569	BRA:IBT:SP:473342: isotype of Asplenium truncorum F.B.Matos, Labiak & Sylvestre
Q65570	BRA:IBT:SP:473910: isotype of Barbacenia serracabralea Mello-Silva
Q65571	BRA:IBT:SP:473920: isotype of Aulonemia xerophylla P.L.Viana & Filg.
Q65572	BRA:IBT:SP:474020: holotype of Anacheilium schunkianum Campacci & P.A.Harding
Q65573	BRA:IBT:SP:474053: holotype of Anacheilium pitengoense T.V.S.Campacci & Laitano
Q65574	BRA:IBT:SP:474054: holotype of Anacheilium sururuanum Campacci & Bohnke
Q65575	BRA:IBT:SP:474060: holotype of Anacheilium itabirinhense Campacci
Q65576	BRA:IBT:SP:47409: holotype of Abutilon carinatum Krapov.
Q65577	BRA:IBT:SP:47418: lectotype of Agonandra engleri Hoehne
Q65578	BRA:IBT:SP:476767: holotype of Bonamia eustachioi A.L.C.Moreira & Kojima
Q65579	BRA:IBT:SP:487790: isotype of Begonia jaguarensis L.Kollmann, R.S.Lopes & Peixoto
Q65580	BRA:IBT:SP:487849: holotype of Baptistonia pauloensis V.P.Castro & Laitano
Q65581	BRA:IBT:SP:487850: holotype of Bifrenaria verboonenii G.A.Romero & V.P.Castro
Q65582	BRA:IBT:SP:487879: isotype of Baccharis napaea G.Heiden
Q65583	BRA:IBT:SP:488507: isotype of Aspidogyne caraguatatubensis M.R.Miranda, Engels & E.C.Smidt
Q65584	BRA:IBT:SP:489868: isotype of Aeschynomene veadeirana M.J.Silva & L.L.C.Antunes
Q65585	BRA:IBT:SP:492257: isotype of Alcantarea abacta Versieux
Q65586	BRA:IBT:SP:492257A: isotype of Alcantarea abacta Versieux
Q65587	BRA:IBT:SP:515046: isotype of Axonopus fusiformis Valls & A.D.Silveira
Q65598	BRA:MBM:MBM:100677: holotype of Alstroemeria anajeana Ravenna
Q65599	BRA:MBM:MBM:11192: holotype of Begonia pluvialis L.B.Sm. ex S.F.Sm. & Wassh.
Q65600	BRA:MBM:MBM:121632: holotype of Anteremanthus hatschbachii H.Rob.
Q65601	BRA:MBM:MBM:170942: isotype of Arachis archeri Krapov. & W.C.Greg.
Q65602	BRA:MBM:MBM:19015: isotype of Begonia serranegrae L.B.Sm. ex S.F.Sm. & Wassh.
Q65603	BRA:MBM:MBM:19150: holotype of Alstroemeria gouveiana Ravenna
Q65604	BRA:MBM:MBM:19327: holotype of Alternanthera praelonga var. australis Pedersen
Q65588	BRA:IBT:SP:525760: isotype of Bonamia linearifolia A.L.C.Moreira & Sim.-Bianch.
Q65589	BRA:IBT:SP:53207: lectotype of Agonandra lacera Toledo
Q65590	BRA:IBT:SP:53209: lectotype of Agonandra macedoi Toledo
Q65591	BRA:IBT:SP:59660: holotype of Athenaea brasiliana Hunz.
Q65592	BRA:IBT:SP:64461: holotype of Araucaria angustifolia var. indehiscens Mattos
Q65593	BRA:IBT:SP:65790: holotype of Begonia toledoana Handro
Q65594	BRA:IBT:SP:78378: isotype of Arachis hatschbachii Krapov. & W.C.Greg.
Q65595	BRA:IF:SPSF:5520: holotype of Aiouea hirsuta Lorea-Hern.
Q65596	BRA:IMA:MAC:29043: holotype of Aspidosperma dardanoanum J.W.Alves-Silva
Q65597	BRA:IMA:MAC:67117: isotype of Bauhinia andrade-limae A.C.B.Santos & Vaz
Q65605	BRA:MBM:MBM:19715: holotype of Aspilia cordifolia J.U.Santos
Q65606	BRA:MBM:MBM:212108: holotype of Aidema matogrossensis Ravenna
Q65607	BRA:MBM:MBM:217658: isotype of Ayenia latifolia Cristóbal
Q65608	BRA:MBM:MBM:219902: holotype of Baccharis umbellata G.Heiden & Ribas
Q65609	BRA:MBM:MBM:23285: holotype of Aiouea pseudoglaziovii Lorea-Hern.
Q65610	BRA:MBM:MBM:236014: holotype of Austroeupatorium cordatoacuminatum H.Rob.
Q65611	BRA:MBM:MBM:27413: holotype of Anthurium hatschbachii E.G.Gonç.
Q65612	BRA:MBM:MBM:29040: isotype of Baccharis nebularis G.Heiden
Q65613	BRA:MBM:MBM:30571: holotype of Banisteriopsis amplectens B.Gates
Q65614	BRA:MBM:MBM:315950: holotype of Achyrocline marchiorii Deble
Q65615	BRA:MBM:MBM:32123: holotype of Alstroemeria cuiabana Ravenna
Q65616	BRA:MBM:MBM:32133: holotype of Bomarea paradoxa Ravenna
Q65617	BRA:MBM:MBM:388821: isotype of Baccharis napaea G.Heiden
Q65618	BRA:MBM:MBM:390099: isotype of Aulonemia xerophylla P.L.Viana & Filg.
Q65619	BRA:MBM:MBM:409626: isotype of Barbacenia serracabralea Mello-Silva
Q65620	BRA:MBM:MBM:409940: holotype of Anteremanthus hatschbachii H.Rob.
Q65621	BRA:MBM:MBM:41309: holotype of Banisteriopsis goiana B.Gates
Q65622	BRA:MBM:MBM:430459: holotype of Aiouea albopunctata Brotto
Q65623	BRA:MBM:MBM:48078: holotype of Alstroemeria arnicana Ravenna
Q65624	BRA:MBM:MBM:51876: holotype of Andira cordata Arroyo ex R.T.Penn. & H.C.Lima
Q65625	BRA:MBM:MBM:62387: holotype of Aspicarpa harleyi W.R.Anderson
Q65626	BRA:MBM:MBM:64727: holotype of Banisteriopsis megaptera B.Gates
Q65627	BRA:MBM:MBM:32139: holotype of Alstroemeria atrorubra Ravenna
Q65628	BRA:MBM:MBM:336389: isotype of Aeschynomene sabulicola L.P.Queiroz & D.B.O.S.Cardoso
Q65629	BRA:MBM:MBM:34949: holotype of Alomiella hatschbachii R.M.King & H.Rob.
Q65630	BRA:MBM:MBM:34959: holotype of Aspilia hatschbachii J.U.Santos
Q65631	BRA:MBM:MBM:35000: holotype of Banisteriopsis hatschbachii B.Gates
Q65632	BRA:MBM:MBM:35571: holotype of Banisteriopsis confusa B.Gates
Q65633	BRA:MBM:MBM:35666: holotype of Banisteriopsis arborea B.Gates
Q65634	BRA:MBM:MBM:36059: holotype of Alstroemeria litterata Ravenna
Q65635	BRA:MBM:MBM:36060: holotype of Alstroemeria roseoviridis Ravenna
Q65636	BRA:MBM:MBM:363108: holotype of Acianthera cephalopodiglossa Toscano & Luer
Q65637	BRA:MBM:MBM:6837: holotype of Baccharis nebulae Malag. & Hatschb. ex A.S.Oliveira
Q65638	BRA:MBM:MBM:75976: holotype of Alstroemeria caiaponica Ravenna
Q65639	BRA:MBM:MBM:75978: holotype of Alstroemeria annapolina Ravenna
Q65640	BRA:MBM:MBM:78277: holotype of Aspilia pseudoviguiera H.Rob.
Q65641	BRA:MBM:MBM:96944: holotype of Aechmea ramusculosa Leme
Q65642	BRA:MCN-FZBRS:HAS:32685: holotype of Aeschynomene fructipendula Abruzzi de Oliveira
Q65643	BRA:MCN-FZBRS:HAS:36056: holotype of Aechmea joannis Strehl
Q65644	BRA:MCN-FZBRS:HAS:41946: holotype of Adiantopsis cheilanthoides R.M.Senna
Q65645	BRA:MCN-FZBRS:HAS:43045: holotype of Aechmea joannis var. alvipetala Strehl
Q65646	BRA:UEL:FUEL:17820: holotype of Begonia langenbergiana L.Kollmann
Q65647	BRA:UFES:VIES:24770: isotype of Anthurium cachoeirense Theófilo & Sakur.
Q65648	BRA:UFES:VIES:28543: isotype of Anthurium viridivinosum Theófilo & Sakur.
Q65649	BRA:UFES:VIES:35167: isotype of Anthurium angustifolium Theófilo & Sakur.
Q65650	BRA:UFES:VIES:35934: holotype of Bixa atlantica Antar & Sano
Q65651	BRA:UFES:VIES:38641: holotype of Anthurium alegrense Theófilo, Manhães & D.R.Couto
Q65652	BRA:UFES:VIES:61136: isotype of Anthurium sagrilloanum Theófilo & T.F.Sagrillo
Q65653	BRA:UFG:UFG:12369: holotype of Arrojadoa beateae P.J.Braun & Esteves
Q65654	BRA:UFG:UFG:60524: holotype of Aeschynomene veadeirana M.J.Silva & L.L.C.Antunes
Q65655	BRA:UFG:UFG:69112: isotype of Aeschynomene eridesii L.L.C.Antunes & M.J.Silva
Q65656	BRA:UFJF:CESJ:30673: holotype of Aureliana angustifolia Alm.-Lafetá
Q65657	BRA:UEL:FUEL:21203: holotype of Actinostemon roseliae L.S.Oliveira, A.L.Melo & M.F.Sales
Q65658	BRA:UFBA:ALCB:06726: holotype of Begonia delicata Gregório & J.A.S.Costa
Q65659	BRA:UFBA:ALCB:114250: isotype of Anteremanthus piranii Roque & F.A.Santana
Q65660	BRA:UFBA:ALCB:140788: isotype of Amaioua longipedicellata Delprete & J.G.Jardim
Q65661	BRA:UFBA:ALCB:142581: isotype of Bonamia eustachioi A.L.C.Moreira & Kojima
Q65662	BRA:UFC:EAC:21894: isotype of Arachis dardani Krapov. & W.C.Greg.
Q65663	BRA:UFC:EAC:34803: holotype of Aspidosperma castroanum A.C.D.Castello
Q65664	BRA:UFC:EAC:4363: holotype of Aspidosperma confertiflorum A.C.D.Castello
Q65665	BRA:UFC:EAC:6185: holotype of Adenocalymma dichilum A.H.Gentry
Q65666	BRA:UFC:EAC:6501: holotype of Adenocalymma subspicatum A.H.Gentry
Q65667	BRA:UFJF:CESJ:64845: isotype of Blechnum areolatum V.A.O.Dittrich & Salino
Q65668	BRA:UFJF:CESJ:64846: isotype of Blechnum longipilosum V.A.O.Dittrich & Salino
Q65669	BRA:IBT:SP:106084: holotype of Athenaea altoserranae I.M.C.Rodrigues & Stehmann
Q65670	BRA:IBT:SP:122275: holotype of Aristida brasiliensis Longhi-Wagner
Q65671	BRA:IBT:SP:143554: isotype of Actinoseris revoluta Leitão
Q65672	BRA:IBT:SP:17711: holotype of Banisteriopsis basifixa B.Gates
Q65673	BRA:IBT:SP:183348: isotype of Begonia espiritosantensis E.L.Jacques & Mamede
Q65674	BRA:IBT:SP:185597: isotype of Attalea barreirensis Glassman
Q65675	BRA:IBT:SP:204545: holotype of Abildgaardia papillosa Kral & M.T.Strong
Q65676	BRA:IBT:SP:205270: isotype of Aldama gardneri var. ovatifolia Magenta
Q65677	BRA:IBT:SP:217636: holotype of Aspasia silvana F.Barros
Q65678	BRA:IBT:SP:217636A: holotype of Aspasia silvana F.Barros
Q65679	BRA:IBT:SP:219593: isotype of Andropogon monocladus A.Zanin & Longhi-Wagner
Q65680	BRA:IBT:SP:235501: holotype of Arthropogon rupestris Filg.
Q65681	BRA:IBT:SP:235750: isotype of Aulonemia soderstromii P.L.Viana, Filg. & Judz.
Q65682	BRA:IBT:SP:235750A: isotype of Aulonemia soderstromii P.L.Viana, Filg. & Judz.
Q65683	BRA:IBT:SP:237600: holotype of Anthurium jureianum Cath. & Olaio
Q65684	BRA:IBT:SP:244645: holotype of Anthurium naviculare Cath. & Nadruz
Q65685	BRA:IBT:SP:244645A: holotype of Anthurium naviculare Cath. & Nadruz
Q65686	BRA:IBT:SP:246655: holotype of Bifrenaria stefanae V.P.Castro
Q65687	BRA:IBT:SP:246656: holotype of Bifrenaria silvana V.P.Castro
Q65688	BRA:IBT:SP:247677: holotype of Begonia jureiensis S.J.Gomes da Silva & Mamede
Q65689	BRA:IBT:SP:266715: holotype of Bernardia monoica J.F.Carrión & Cordeiro
Q65690	BRA:IBT:SP:266812: isotype of Baccharis friburgensis G.Heiden, Baumgratz & R.Esteves
Q65691	BRA:IBT:SP:270969: holotype of Anthurium alcatrazense Nadruz & Cath.
Q65692	BRA:IBT:SP:271534: isotype of Algrizea minor Sobral, Faria & Proença
Q65693	BRA:IBT:SP:275021: isotype of Arachis matiensis Krapov., W.C.Greg. & C.E.Simpson
Q65694	BRA:IBT:SP:275022: isotype of Arachis pietrarellii Krapov. & W.C.Greg.
Q65695	BRA:IBT:SP:275025: isotype of Arachis macedoi Krapov. & W.C.Greg.
Q65696	BRA:IBT:SP:277147: isotype of Arachis subcoriacea Krapov. & W.C.Greg.
Q65697	BRA:IBT:SP:277148: isotype of Arachis dardani Krapov. & W.C.Greg.
Q65698	BRA:IBT:SP:277156: isotype of Arachis pintoi Krapov. & W.C.Greg.
Q65699	BRA:IBT:SP:277157: isotype of Arachis stenophylla Krapov. & W.C.Greg.
Q65700	BRA:IBT:SP:30159: holotype of Aeschynomene falcata var. minor N.F.Mattos
Q65701	BRA:IBT:SP:30163: holotype of Arachis oteroi Krapov. & W.C.Greg.
Q65702	BRA:IBT:SP:328867: isotype of Begonia rivularis E.L.Jacques
Q65703	BRA:IBT:SP:332239: isotype of Aulonemia chimantaensis Judz. & Davidse
Q65704	BRA:IBT:SP:332240: isotype of Arthrostylidium judziewiczii Davidse
