occurrenceID	item	gbifID	eventDate	locality	recordedBy	uri	scientificName	col:institutionCode	countryCode
urn:catalog:MO:Tropicos:101599314	Q80929	4061964335	1985-06-30	km 11 Baeza to Tena	Calaway H. Dodson;Alexander Hirtz	http://www.tropicos.org/Specimen/101599314	Epidendrum ancistronum Hágsater & Dodson	QCA	EC
urn:catalog:MO:Tropicos:101599316	Q80929	4061245173	1985-06-30	km 11 Baeza to Tena	Calaway H. Dodson;Alexander Hirtz	http://www.tropicos.org/Specimen/101599316	Epidendrum ancistronum Hágsater & Dodson	AMES	EC
urn:catalog:MO:Tropicos:101599317	Q80929	4031402961	1985-06-30	km 11 Baeza to Tena	Calaway H. Dodson;Alexander Hirtz	http://www.tropicos.org/Specimen/101599317	Epidendrum ancistronum Hágsater & Dodson	MO	EC
urn:catalog:MO:Tropicos:101599439	Q80999	4061253695	1985-06-30	Baeza-Tena Road, km 25.	Calaway H. Dodson;Alexander Hirtz	http://www.tropicos.org/Specimen/101599439	Epidendrum bractiacuminatum Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101599440	Q80999	4061227281	1985-06-30	Baeza-Tena Road, km 25.	Calaway H. Dodson;Alexander Hirtz	http://www.tropicos.org/Specimen/101599440	Epidendrum bractiacuminatum Hágsater & Dodson	SEL	EC
urn:catalog:MO:Tropicos:101599461	Q73229	4031499019	1987-02	Protected due to name conservation status	Alexander Hirtz;et al.	http://www.tropicos.org/Specimen/101599461	Brachionidium ballatrix Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101599524	Q103983	4031499021	1985-03-21	Cajanuma.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101599524	Stelis cajanumae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101599559	Q83261	4061941026	1988-04-21	Entre Abra Walla Walla y Marcapata a 210 km de Cusco.	Percy Núñez V.;F. Loaysa;W. Loaysa	http://www.tropicos.org/Specimen/101599559	Fernandezia ichneumonea Ormerod	SEL	PE
urn:catalog:MO:Tropicos:101599560	Q83261	4031499022	1988-04-21	Entre Abra Walla Walla y Marcapata a 210 km de Cusco.	Percy Núñez V.;F. Loaysa;W. Loaysa	http://www.tropicos.org/Specimen/101599560	Fernandezia ichneumonea Ormerod	MO	PE
urn:catalog:MO:Tropicos:101599561	Q83261	4061227286	1988-04-21	Entre Abra Walla Walla y Marcapata a 210 km de Cusco.	Percy Núñez V.;F. Loaysa;W. Loaysa	http://www.tropicos.org/Specimen/101599561	Fernandezia ichneumonea Ormerod	NY	PE
urn:catalog:MO:Tropicos:101599668	Q81590	4061245185	1993-02-12	Los Encuentros to Cord. Condor.	Stig Dalström	http://www.tropicos.org/Specimen/101599668	Epidendrum rhombicapitellatum Hágsater & Dodson	SEL	EC
urn:catalog:MO:Tropicos:101599738	Q104371	4031389971	1985-03-21	Cajanuma.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101599738	Stelis zigzag Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101599741	Q81322	4061214979	1988-01	km 12–25 Lita to Alto Tambo along newly opened road	Alexander Hirtz;et al.	http://www.tropicos.org/Specimen/101599741	Epidendrum litense Hágsater & Dodson	AMO	EC
urn:catalog:MO:Tropicos:101599855	Q86333	4031500019	1983-06-17		Calaway H. Dodson;et al.	http://www.tropicos.org/Specimen/101599855	Hirtzia benzingii Dodson	MO	EC
urn:catalog:MO:Tropicos:101599902	Q98386	4031501960	1987-01-19	Epiphytic in wet forest south of Lita between Santa Rosa and Cachabi.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101599902	Pleurothallis cauda-phocae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101599948	Q102853	4061950106	1967-06-15	In the city of Santo Domingo.	Calaway H. Dodson;Norris H. Williams;R. Adams	http://www.tropicos.org/Specimen/101599948	Sigmatostalix adamsii Dodson	SEL	EC
urn:catalog:MO:Tropicos:101600059	Q83288	4061977904	1943-07-10	slopes of Rio Tintas, SE of El Pan	Julian A. Steyermark	http://www.tropicos.org/Specimen/101600059	Fernandezia tintasensis Ormerod	AMES	EC
urn:catalog:MO:Tropicos:101600091	Q97302	4031499037	1988-07-08	Protected due to name conservation status	Thomas B. Croat	http://www.tropicos.org/Specimen/101600091	Phragmipedium exstaminodium subsp. warszewiczii Dressler	MO	PA
urn:catalog:MO:Tropicos:101600099	Q104364	4031400969	1985-03-21	Cajanuma.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101600099	Stelis ximenae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101600148	Q95448	4061214997	1991-10-20	on Río Lagartococha	Calaway H. Dodson;Gustavo A. Romero-González	http://www.tropicos.org/Specimen/101600148	Palmorchis imuyaensis Dodson & G.A.Romero	SEL	EC
urn:catalog:MO:Tropicos:101600149	Q95448	4061251428	1991-10-20	on Río Lagartococha	Calaway H. Dodson;Gustavo A. Romero-González	http://www.tropicos.org/Specimen/101600149	Palmorchis imuyaensis Dodson & G.A.Romero	AMES	EC
urn:catalog:MO:Tropicos:101600156	Q83271	4061849480	1987-04-04	Pillahuata, alrededores, Tres cruces. 130 km de Cusco en el camino hacia Pilcopta.	Percy Núñez V.	http://www.tropicos.org/Specimen/101600156	Fernandezia nunezii Ormerod	NY	PE
urn:catalog:MO:Tropicos:101600210	Q81159	4061240307	1992-10-17	NW of Cerro Punta, at INRENARE station in Parque Amistad; forested slopes; collected with Mick Richardson.	Gordon McPherson;Mick Richardson	http://www.tropicos.org/Specimen/101600210	Epidendrum erythrostigma Hágsater	AMO	PA
urn:catalog:MO:Tropicos:101600211	Q81159	4031402982	1992-10-17	NW of Cerro Punta, at INRENARE station in Parque Amistad; forested slopes; collected with Mick Richardson.	Gordon McPherson;Mick Richardson	http://www.tropicos.org/Specimen/101600211	Epidendrum erythrostigma Hágsater	MO	PA
urn:catalog:MO:Tropicos:101600492	Q103965	4031399066	1986-02-21	Jimbura.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101600492	Stelis barbellata Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101600562	Q81186	4031811022	1985-04-01	Beyond the pass, Yangana to Valladolid	D. D'Alessandro	http://www.tropicos.org/Specimen/101600562	Epidendrum fritzidalessandroi Hágsater & E.Santiago	MO	EC
urn:catalog:MO:Tropicos:101600660	Q104091	4031400984	1985-03-22	In cloud forest along the army road east of Yangan. Yangana-Altos de Numbala.	Carl A. Luer;Jane Luer;Alexander Hirtz;W. Flores	http://www.tropicos.org/Specimen/101600660	Stelis formosa Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101600763	Q97905	4061977926	1991-05-10	Cordillera de Montecillos, Montaña de San Juanillo, trail between La Danta and Cerro San Juanillo.	Gerrit Davidse	http://www.tropicos.org/Specimen/101600763	Piper sanjuanilloense Callejas	HUA	HN
urn:catalog:MO:Tropicos:101600797	Q96475	4061215023	1991-05-29	Montaña de Celaque, SE portion of the massif, first quebrada NE of the main peak just S of the Río Arcágual, on plateau. Near quebrada at base of peak.	Gerrit Davidse;Ramón Zúñiga	http://www.tropicos.org/Specimen/101600797	Peperomia erythrospicata Callejas	HUA	HN
urn:catalog:MO:Tropicos:101601006	Q96484	4031393075	1989-07-01	Amubri. Camino entre Amubri y Soki. Siguiendo el Río Ñabri hacia Alto Soki.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601006	Peperomia gerardoi Callejas	MO	CR
urn:catalog:MO:Tropicos:101601007	Q96484	4061251466	1989-07-01	Amubri. Camino entre Amubri y Soki. Siguiendo el Río Ñabri hacia Alto Soki.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601007	Peperomia gerardoi Callejas	HUA	CR
urn:catalog:MO:Tropicos:101601025	Q97924	4031801065	1989-07-06	Sukut. De las juntas de Río Urén y Río Sukut 1.5 Km aguas arriba sobre éste, margen derecha.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601025	Piper urense Callejas	MO	CR
urn:catalog:MO:Tropicos:101601035	Q97879	4031894058	1984-11-02	In and around large swamp at Manzanillo de Talamanca. Elev. ca. 5 m. 9º38'N, 82º39'W. Northwestern end of swamp.	Michael H. Grayum;Willie Burton	http://www.tropicos.org/Specimen/101601035	Piper paludis Callejas	MO	CR
urn:catalog:MO:Tropicos:101601039	Q97913	4031393076	1989-07-12	Fila de exploración minera entre Río Sukut y Río Carbri. Muragubishi.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601039	Piper subexiguicaule Callejas	MO	CR
urn:catalog:MO:Tropicos:101601040	Q97913	4061253743	1989-07-12	Fila de exploración minera entre Río Sukut y Río Carbri. Muragubishi.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601040	Piper subexiguicaule Callejas	HUA	CR
urn:catalog:MO:Tropicos:101601059	Q97891	4061233792	1989-08-15	Las Mellizas. Siguiendo línea divisoria entre Costa Rica y Panamá, entre Cerro Nubes y Cerro Pando, Hito Geográfico 340, camino de la Sierra.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601059	Piper pseudoperfugii Callejas	HUA	CR
urn:catalog:MO:Tropicos:101601077	Q96550	4061776121	1985-03-06	Along short cut-road to Golfito from Villa Briceño on Interamerican Hwy., W side of Fila Gamba, ca. 6 km from Golfito airport;.	Thomas B. Croat;Michael H. Grayum	http://www.tropicos.org/Specimen/101601077	Peperomia saintpauliella Grayum	CR	CR
urn:catalog:MO:Tropicos:101601078	Q96550	4031499057	1985-03-06	Along short cut-road to Golfito from Villa Briceño on Interamerican Hwy., W side of Fila Gamba, ca. 6 km from Golfito airport;.	Thomas B. Croat;Michael H. Grayum	http://www.tropicos.org/Specimen/101601078	Peperomia saintpauliella Grayum	MO	CR
urn:catalog:MO:Tropicos:101601120	Q96529	4031398033	1988-12-12	Refugio Nacional Golfito Drainage of Quebrada Rancho (E tributary of Quebrada Gamba), at W base of Fila Gamba.	Michael H. Grayum;Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601120	Peperomia pseudohirta Callejas	MO	CR
urn:catalog:MO:Tropicos:101601145	Q97848	4061240336	1992-04-13	Southwestern Maya Mountains, Columbia River Forest Reserve. Trail between Union and Gloria Camps. On slightly undulating limestone hills.	Bruce K. Holst	http://www.tropicos.org/Specimen/101601145	Piper holstii Callejas	HUA	BZ
urn:catalog:MO:Tropicos:101601356	Q97844	4031893038	1986-11-12	Parque Nac. Braulio Carrillo. Forest between Río Peje and headwaters of Río Sardinal, Atlantic slope of Volcán Barva.	Michael H. Grayum;Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101601356	Piper grayumii Callejas	MO	CR
urn:catalog:MO:Tropicos:101601407	Q97911	4061941085	1984-08-26	Hill just to north of Quebrada Casa Blanca, Tapantí	Michael H. Grayum	http://www.tropicos.org/Specimen/101601407	Piper spinacifolium Callejas	HUA	CR
urn:catalog:MO:Tropicos:101601497	Q97890	4031894069	1987-01-11	Zona Protectora Barbilla. W side of plateau separating headwaters of north fork of Río Dantas from headwaters of Quebrada Barreal, Río Barbilla drainage (SE of Siquirres).	Michael H. Grayum;Pamela J. Sleeper;Fred Field;W. John Kress	http://www.tropicos.org/Specimen/101601497	Piper pseudoperbrevicaule Callejas	MO	CR
urn:catalog:MO:Tropicos:101601579	Q97889	4031398040	1993-05-16	Campamento Quebrada Grande ca. 10 km south west of La Ceiba. At base of north slope of Pico Bonito. Slope north east of camp.	Ronald L. Liesner	http://www.tropicos.org/Specimen/101601579	Piper pseudofallens Callejas	MO	HN
urn:catalog:MO:Tropicos:101601580	Q97889	4062204370	1993-05-16	Campamento Quebrada Grande ca. 10 km south west of La Ceiba. At base of north slope of Pico Bonito. Slope north east of camp.	Ronald L. Liesner	http://www.tropicos.org/Specimen/101601580	Piper pseudofallens Callejas	HUA	HN
urn:catalog:MO:Tropicos:101601662	Q97811	4061240359	1991-02-05	2 Km before Chacarita, S of Palmar Norte Forested slopes along road.	Paul J. M. Maas;Hiltje Maas;Barry E. Hammel;María Marta Chavarría	http://www.tropicos.org/Specimen/101601662	Piper chacaritaense Callejas	HUA	CR
urn:catalog:MO:Tropicos:101602003	Q97790	4061240369	1989-07-10	Rara Avis, ca. 15 km al suroeste de Horquetas.	Orlando Vargas;J. Frazee	http://www.tropicos.org/Specimen/101602003	Piper aromaticaule Callejas	HUA	CR
urn:catalog:MO:Tropicos:101602039	Q97824	4031494028	1991-05-07	Parque Nacional Guanacaste Estación Cacao.	Carlos Chávez	http://www.tropicos.org/Specimen/101602039	Piper cuspidiflorum Callejas	MO	CR
urn:catalog:MO:Tropicos:101602108	Q97858	4061964443	1984-01-28	Serranía de Majé. Trail along Río Ipetí Grande, between Charco Rico and confluence with Río Aqua Friá. Alt. 300 m. 8º55'N, 78º31'W.	H. W. Churchill;Greg C. de Nevers	http://www.tropicos.org/Specimen/101602108	Piper majense Callejas	HUA	PA
urn:catalog:MO:Tropicos:101602114	Q97787	4061849559	1987-07-11	Vicinity of La Mesa, N of El Valle de Antón, along gravel road to water resevoirs leading ca. 1 km off road between Finca Mandarinas and Finca Furlong.	Thomas B. Croat	http://www.tropicos.org/Specimen/101602114	Piper antonense Callejas	HUA	PA
urn:catalog:MO:Tropicos:101602146	Q97855	4061240378	1991-11-14	Parque Nacional de Celaque. Arriba del Campamento de Don Tómas.	Paul R. House	http://www.tropicos.org/Specimen/101602146	Piper lempirense Callejas	EAP	HN
urn:catalog:MO:Tropicos:101602147	Q97855	4031801081	1991-11-14	Parque Nacional de Celaque. Arriba del Campamento de Don Tómas.	Paul R. House	http://www.tropicos.org/Specimen/101602147	Piper lempirense Callejas	MO	HN
urn:catalog:MO:Tropicos:101602148	Q97855	4061233838	1991-11-14	Parque Nacional de Celaque. Arriba del Campamento de Don Tómas.	Paul R. House	http://www.tropicos.org/Specimen/101602148	Piper lempirense Callejas	HEH	HN
urn:catalog:MO:Tropicos:101602149	Q97855	4061977990	1991-11-14	Parque Nacional de Celaque. Arriba del Campamento de Don Tómas.	Paul R. House	http://www.tropicos.org/Specimen/101602149	Piper lempirense Callejas	HUA	HN
urn:catalog:MO:Tropicos:101602206	Q97830	4061251515	1987-09-27	Cordillera de Tilarán. Along road between San Ramón and Bajo Rodríguez, along old road through forest succession, near Río Cataratitas	Thomas B. Croat	http://www.tropicos.org/Specimen/101602206	Piper disparinervium Callejas	HUA	CR
urn:catalog:MO:Tropicos:101602462	Q97863	4061950188	1985-06-16	El Llano-Cartí Road, km 16.7. Trail west to waterfall 5 km from road.	Greg C. de Nevers;Susan Charnley	http://www.tropicos.org/Specimen/101602462	Piper minuteauriculatum Callejas	HUA	PA
urn:catalog:MO:Tropicos:101602565	Q97908	4061849580	1987-10-20	Parque Nacional del Darién, Cerro Mali, head waters of S branch of Río Pucuro, ca. 22 km E of Pucuro.	Greg C. de Nevers;Hermes Cuadros V.;Barry E. Hammel;Heraclio Herrera	http://www.tropicos.org/Specimen/101602565	Piper simularoideum Callejas	HUA	PA
urn:catalog:MO:Tropicos:101602567	Q97807	4031494039	1986-06-25	Cerro Obu.	Greg C. de Nevers;Heraclio Herrera;Ernesto Gernado	http://www.tropicos.org/Specimen/101602567	Piper canaliculum Tebbs	MO	PA
urn:catalog:MO:Tropicos:101603357	Q97894	4031906062	1991-09-09	Piro. Jiménez.	Reinaldo Aguilar	http://www.tropicos.org/Specimen/101603357	Piper puntarenasense Callejas	MO	CR
urn:catalog:MO:Tropicos:101603612	Q97904	4031586098	1988-10-13	Cordillera de Talamanca Matina. Al noreste de la confluencia de Quebrada Cañabral con Río Barbilla. Fila Suita.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101603612	Piper roseiflorum Callejas	MO	CR
urn:catalog:MO:Tropicos:101603613	Q97904	4061215129	1988-10-13	Cordillera de Talamanca Matina. Al noreste de la confluencia de Quebrada Cañabral con Río Barbilla. Fila Suita.	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101603613	Piper roseiflorum Callejas	HUA	CR
urn:catalog:MO:Tropicos:101603616	Q96531	4061265659	1988-10-18	Cordillera de Talamanca. Formación Caliza Río Barbilla, edad: Oligoceno inferior, en confluencia de Río Dantas y Río Caño Seco (Quebrada Barreal).	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101603616	Peperomia pseudomaculosa Callejas	CR	CR
urn:catalog:MO:Tropicos:101603617	Q96531	4031500079	1988-10-18	Cordillera de Talamanca. Formación Caliza Río Barbilla, edad: Oligoceno inferior, en confluencia de Río Dantas y Río Caño Seco (Quebrada Barreal).	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101603617	Peperomia pseudomaculosa Callejas	MO	CR
urn:catalog:MO:Tropicos:101603618	Q96531	4061941153	1988-10-18	Cordillera de Talamanca. Formación Caliza Río Barbilla, edad: Oligoceno inferior, en confluencia de Río Dantas y Río Caño Seco (Quebrada Barreal).	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101603618	Peperomia pseudomaculosa Callejas	HUA	CR
urn:catalog:MO:Tropicos:101603652	Q97890	4031499109	1987-03-14	Cerro Coronel, E of Laguna Danto.	W. D. Stevens;Gerardo Herrera Ch.;O. M. Montiel J.	http://www.tropicos.org/Specimen/101603652	Piper pseudoperbrevicaule Callejas	MO	CR
urn:catalog:MO:Tropicos:101603675	Q96509	4031894109	1987-01-12	Reserve Naturelle Integrale d'Andringitra. 50 km S of Ambalavao. Near abandoned meteorological station above Ambalamarina. High altitude moss/lichen rainforest-ericaceous bush. Phillippia dominant above 1975 m. Canopy 5-25 m tall. Grassy/rocky summit with orchids.	Marion F. Nicoll	http://www.tropicos.org/Specimen/101603675	Peperomia nicolliae G.Mathieu	MO	MG
urn:catalog:MO:Tropicos:101603708	Q97927	4062204444	1994-06-22	Municipio Yamaranguila: 3.7 mi WNW of La Esperanza along the road from La Esperanza to Gracias, Sierra de Opalaca.	Gerrit Davidse;Mario Sousa S.;José Linares	http://www.tropicos.org/Specimen/101603708	Piper yamaranguilaense Callejas	HUA	HN
urn:catalog:MO:Tropicos:101603900	Q97831	4061251559	1986-09-17	Southwestern-most ridge of Cerro Coronel, NW-facing slope, just S of the Río Colorado.	Gerrit Davidse;Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101603900	Piper douglasii Callejas	HUA	CR
urn:catalog:MO:Tropicos:101604422	Q85342	4031401052	1981-02-23	Volcán Mombacho, en las útimas antenas	P. P. Moreno;A. López	http://www.tropicos.org/Specimen/101604422	Hedyosmum goudotianum var. mombachanum Todzia	MO	NI
urn:catalog:MO:Tropicos:101605242	Q98788	4061253863	1979-01-20	Nehoue: Vallee de la Rade. Forêt galerie. Schistes.	Hugh Shaw MacKee	http://www.tropicos.org/Specimen/101605242	Podocarpus letocartii A.D.Silba & J.A.Silva	NOU	NC
urn:catalog:MO:Tropicos:101605448	Q100426	4031893115	1983-09-03	Foothills of the Cordillera de Talamanca, Sitio Coto Brus.	Gerrit Davidse	http://www.tropicos.org/Specimen/101605448	Quercus sarahmariae Nixon & Barrie	MO	CR
urn:catalog:MO:Tropicos:101605642	Q75420	4031389157	1988-12-20	Reserve d'Andohahela, Parcelle 2, near Hazofotsy, along river banks.	Peter B. Phillipson	http://www.tropicos.org/Specimen/101605642	Celtis madagascariensis Sattarian	MO	MG
urn:catalog:MO:Tropicos:101606123	Q83454	4031586145	1989-11-10	Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 45; desvio de nueva carretera a Galeras. Bosque pluvial Premontano. Suelos de origen volcánico.	Walter A. Palacios	http://www.tropicos.org/Specimen/101606123	Ficus sumacoana C.C.Berg	MO	EC
urn:catalog:MO:Tropicos:101606229	Q93512	4031391178	1985-08-20	Río Curaray, costado sur, alrededores de la Laguna Garzayacu. Bosque Húmedo Tropical. Bosque primario, suelo aluvial, de mal drenaje.	David A. Neill;Walter A. Palacios	http://www.tropicos.org/Specimen/101606229	Naucleopsis humilis C.C.Berg	MO	EC
urn:catalog:MO:Tropicos:101606270	Q83439	4061215207	1988-09-07	ESTACION BIOLOGICA JATUN SACHA Margen derecho del Río Napo, 8 km de Puerto Misahuallí. Bosque muy húmedo Tropical. Suelos rojos de colinas por bosque primario.	Walter A. Palacios	http://www.tropicos.org/Specimen/101606270	Ficus quichuana C.C.Berg	NY	EC
urn:catalog:MO:Tropicos:101606483	Q99262	4031894162	1980-11-21	Andoas: campamento petrolero, Río Pastaza, NO de Dtto. Iquitos. Bosque primario.	Rodolfo Vásquez;Nestor Jaramillo	http://www.tropicos.org/Specimen/101606483	Pourouma bergii Gaglioti & Romaniuc	MO	PE
urn:catalog:MO:Tropicos:101606489	Q83411	4031804190	1993-09-06	parque Nacional Yasuní. Carretera y oleducto de Maxus en construcción, Km 46 al Pozo Capiron. Bosque húmedo Tropical. Bosque primario. Suelo rojo.	Alberto Dik	http://www.tropicos.org/Specimen/101606489	Ficus ecuadorensis C.C.Berg	MO	EC
